Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation County,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation Location,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council,Census Tract,BIN,BBL,NTA
7842107397,2255142,ID,PAS,04/01/2015,14,DELV,FRUEH,T,17350,0,0,01/01/88880088 12:00:00 PM,0013,13,358603,T502,G,1258P,,NY,I,N,E 18th St,20ft W/of Park Ave S,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,YELLO,,0,,0,01 6,14-No Standing,,,,,,,,,,,
8024115165,AGR6388,NY,PAS,05/01/2015,21,SUBN,HONDA,T,9840,28020,15640,01/01/20150601 12:00:00 PM,110,110,351251,T401,L,1109A,,Q,O,72-35,43rd Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,1100A,1230A,GR,,1998,,0,K 41,21-No Parking (street clean),,,,,,,,,,,
7693448810,G11ETE,NJ,PAS,10/06/2014,40,SUBN,HYUND,T,40930,26230,77930,01/01/88888888 12:00:00 PM,0067,67,359624,T302,K,0127P,,K,O,939,Flatbush Ave,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,BLACK,,0,,1,30 3,40-Fire Hydrant,,,,,,,,,,,
8016056490,QVH462,NY,PAS,11/28/2014,38,4DSD,ME/BE,T,7790,9090,64290,01/01/20160304 12:00:00 PM,114,114,357787,T401,H,0300P,,Q,F,38-12,30th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,1990,,0,24 4,38-Failure to Display Muni Rec,,,,,,,,,,,
7250358674,GNE7624,NY,PAS,07/10/2014,51,SUBN,CHRYS,T,42630,9280,9330,01/01/20160306 12:00:00 PM,0066,66,356958,T302,F,1236P,,K,F,5414,Fort Hamilton Pky,,01/05/0001 12:00:00 PM,408,e3,,,,,GY,,2014,,0,43 3,51-Sidewalk,,,,,,,,,,,
8001735102,47391MG,NY,COM,05/21/2015,40,VAN,CHEVR,T,13430,64330,5280,01/01/20170531 12:00:00 PM,0084,84,362184,T301,P,0632P,,K,F,499,Atlantic Ave,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WH,,2014,,0,210J,40-Fire Hydrant,,,,,,,,,,,
7956393000,XW666H,NJ,PAS,04/10/2015,69,DELV,HINO,T,34530,10810,10910,01/01/20150088 12:00:00 PM,0013,13,356502,T102,H,0754A,,NY,O,358,W 38th St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0600A,0700P,WHITE,,0,,0,03 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7699131678,GMU1647,NY,PAS,03/31/2015,21,SUBN,FORD,T,56030,0,0,01/01/20160403 12:00:00 PM,0078,78,356956,T302,G,1158A,,K,I,W,Lincoln Pl,15ft N/of 8th Ave,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,BK,,2009,,0,60 3,21-No Parking (street clean),,,,,,,,,,,
7569807728,GCR3595,NY,PAS,05/18/2015,70,SUBN,HYUND,T,38320,21235,35620,01/01/20170106 12:00:00 PM,0045,45,359297,T202,R,0339P,,BX,F,2936,Harrington Ave,,01/05/0001 12:00:00 PM,408,j3,,,,,GY,,2014,,0,O 23,70B-Impropr Dsply of Reg (NYS),,,,,,,,,,,
8011828370,JMS3302,PA,PAS,10/17/2014,46,4DSD,FORD,T,18730,24890,10210,01/01/20140088 12:00:00 PM,0019,19,347489,T103,B,1054A,,NY,F,153,E 87th St,,01/05/0001 12:00:00 PM,408,f1,,,,,BLACK,,0,,0,C 77,46A-Double Parking (Non-COM),,,,,,,,,,,
7715873482,FFM7706,NY,PAS,11/12/2014,71,4DSD,NISSA,T,13610,0,0,01/01/88888888 12:00:00 PM,0026,26,361278,T103,R,0136P,,NY,I,W,Broadway,50ft N/of W 116th St,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,SILVE,,2013,,0,48 7,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7642694684,GPH9942,NY,PAS,10/09/2014,14,4DSD,ACURA,T,57790,19290,19390,01/01/20160416 12:00:00 PM,115,115,349562,T401,M,0706A,,Q,F,100-15,Northern Blvd,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,WH,,2012,,0,R 41,14-No Standing,,,,,,,,,,,
7163590787,GRJ8349,NY,PAS,07/24/2014,71,SUBN,JEEP,T,47150,38470,40995,01/01/20160710 12:00:00 PM,122,122,359289,T303,E,0120P,,R,O,470,Seaview Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GR,,2003,,0,06-P,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
8016964230,551PDF,NY,ORG,01/02/2015,14,4DSD,BMW,T,39350,0,0,01/01/20150224 12:00:00 PM,0061,61,354144,T802,B,0931P,,K,I,N,Emmons Ave,10ft E/of E 28th St,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2014,,0,CC2,14-No Standing,,,,,,,,,,,
8016964230,551PDF,NY,ORG,01/02/2015,14,4DSD,BMW,T,39350,0,0,01/01/20150224 12:00:00 PM,0061,61,354144,T802,B,0931P,,K,I,N,Emmons Ave,10ft E/of E 28th St,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2014,,0,CC2,14-No Standing,,,,,,,,,,,
8006311948,XATW98,NJ,PAS,09/11/2014,42,DELV,ISUZU,T,25390,18010,18030,01/01/88880088 12:00:00 PM,0018,18,355632,T102,K,0124P,,NY,O,485,Madison Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0700P,WHITE,,0,143-7762,0,99 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,,,,,,,,,
7758779244,LUR83C,NJ,PAS,01/17/2015,17,SUBN,TOYOT,T,0,40404,40404,01/01/88888888 12:00:00 PM,114,114,356555,T803,A,0859P,,Q,I,,Steinway Lot #1,,01/05/0001 12:00:00 PM,408,c4,,YYYYYYY,,,GREY,,0,,0,H 42,17-No Stand (exc auth veh),,,,,,,,,,,
7758779244,LUR83C,NJ,PAS,01/17/2015,17,SUBN,TOYOT,T,0,40404,40404,01/01/88888888 12:00:00 PM,114,114,356555,T803,A,0859P,,Q,I,,Steinway Lot #1,,01/05/0001 12:00:00 PM,408,c4,,YYYYYYY,,,GREY,,0,,0,H 42,17-No Stand (exc auth veh),,,,,,,,,,,
7800773437,GRZ8840,NY,PAS,05/18/2015,71,4DSD,NISSA,T,76950,65820,11820,01/01/20160819 12:00:00 PM,0043,43,361898,T202,A,1214P,,BX,F,1796A,Westchester Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,LTT,,2004,,0,12A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
8017790715,DLG6219,NY,PAS,06/23/2015,75,2DSD,HONDA,T,77730,89530,15180,01/01/20131019 12:00:00 PM,0084,84,358668,T301,H,0235P,,K,F,189,Smith St,,01/05/0001 12:00:00 PM,408,j5,,,,,GY,,2006,,0,05 3,75-No Match-Plate/Reg. Sticker,,,,,,,,,,,
7788755552,536ZLV,CT,PAS,08/20/2014,38,SUBN,CHEVR,T,51790,8790,8990,01/01/88880088 12:00:00 PM,115,115,361061,T401,J,0359P,,Q,F,37-28,Junction Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,0,,0,15 4,38-Failure to Display Muni Rec,,,,,,,,,,,
1368773072,GRA5557,NY,PAS,07/03/2014,74,SUBN,SUBAR,X,72630,6330,6430,01/01/20160629 12:00:00 PM,0078,78,952046,0078,0000,0200A,,K,O,172,PROSPECT PARK WEST,,01/05/0001 12:00:00 PM,408,E2,,BBBBBBB,ALL,ALL,BL,0,2006,-,0,,,,,,,,,,,,,
7357375225,18455KA,NY,COM,02/20/2015,71,VAN,CHEVR,T,18410,10010,45590,01/01/20151130 12:00:00 PM,0019,19,355639,T103,L,0155P,,NY,F,418,E 71st St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WHITE,,2003,,0,CC1,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7139967167,JOHN72,NY,SPO,03/06/2015,74,4DSD,HONDA,T,7940,0,0,01/01/20160204 12:00:00 PM,114,114,359317,T401,O,0221P,,Q,I,W,30th St,35ft S/of 39th Ave,01/05/0001 12:00:00 PM,408,j2,,,,,GY,,2007,,0,D 41,74B-Covered Plate,,,,,,,,,,,
7975965935,GWS8359,NY,PAS,04/15/2015,40,SUBN,NISSA,T,12990,0,0,01/01/20170320 12:00:00 PM,112,112,361893,T401,P,1013A,,Q,I,W,63rd Ave,35ft S/of Queens Blv,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,BR,,2015,,8,53-A,40-Fire Hydrant,,,,,,,,,,,
8035189062,873XZ8,MA,PAS,06/25/2015,21,SUBN,FORD,T,13130,55830,44330,01/01/20150088 12:00:00 PM,0075,75,346199,T301,L,0918A,,K,F,276,Ashford St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,GREY,,0,,0,A 31,21-No Parking (street clean),,,,,,,,,,,
7166745745,AUD8576,NY,PAS,08/25/2014,38,SUBN,TOYOT,T,39800,57700,57710,01/01/20150520 12:00:00 PM,122,122,356557,T303,E,0249P,,R,F,172,New Dorp Ln,,01/05/0001 12:00:00 PM,408,h1,,YYYYYY,0900A,0500P,GY,,2002,,0,03-P,38-Failure to Display Muni Rec,,,,,,,,,,,
7604071569,DPU8212,NY,PAS,04/23/2015,14,4DSD,ME/BE,T,0,0,0,01/01/20160511 12:00:00 PM,0044,44,345264,T720,A,0219P,,BX,O,834,Concourse Village,east,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BK,,2003,,0,C 62,14-No Standing,,,,,,,,,,,
7840367094,87812,NY,MED,07/25/2014,14,CONV,NS/OT,T,34050,10610,10810,01/01/20150409 12:00:00 PM,0013,13,356179,T102,I,1110P,,NY,F,242,W 14th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,1100P,0600A,RED,,2009,,0,99 6,14-No Standing,,,,,,,,,,,
7186378870,EJN4967,NY,PAS,01/09/2015,38,4DSD,FORD,T,27300,36420,70720,01/01/20141231 12:00:00 PM,0046,46,361387,T201,C,0100P,,BX,F,214,E 188th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2013,,0,02 2,38-Failure to Display Muni Rec,,,,,,,,,,,
7186378870,EJN4967,NY,PAS,01/09/2015,38,4DSD,FORD,T,27300,36420,70720,01/01/20141231 12:00:00 PM,0046,46,361387,T201,C,0100P,,BX,F,214,E 188th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2013,,0,02 2,38-Failure to Display Muni Rec,,,,,,,,,,,
8012896588,GGZ3308,NY,PAS,05/14/2015,71,4DSD,JAGUA,T,12040,27268,54120,01/01/20150626 12:00:00 PM,105,105,357055,T402,R,0439P,,Q,F,25619,58th Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WH,,2013,,0,J 42,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7931152074,61354MC,NY,COM,06/27/2014,20,VAN,FORD,T,17270,0,0,01/01/20141130 12:00:00 PM,0009,9,353998,T101,B,0855A,1200P,NY,I,W,E 14th St,100ft N/of 1st Ave,01/01/20140627 12:00:00 PM,408,d,,YYYYYYY,,,WH,,2013,,0,18 1,20-No Parking (Com Plate),,,,,,,,,,,
7665073657,V58EAZ,NJ,PAS,12/17/2014,14,4DSD,NISSA,T,10110,18820,18830,01/01/88888888 12:00:00 PM,0019,19,355156,T103,A,0706A,,NY,F,1779,2nd Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,GREY,,0,,0,E 77,14-No Standing,,,,,,,,,,,
7574772381,FFZ6567,NY,PAS,04/28/2015,24,4DSD,CHEVR,T,38182,14080,14130,01/01/20150413 12:00:00 PM,0063,63,358575,T302,Q,1257P,,K,O,1016,E 100th St,,01/05/0001 12:00:00 PM,408,d5,,YYYYYYY,0700A,0400P,WH,,2008,,0,U 32,24-No Parking (exc auth veh),,,,,,,,,,,
7030198293,IVW276,SC,PAS,01/16/2015,21,SUBN,FORD,T,5730,5680,5780,01/01/20150388 12:00:00 PM,0078,78,352956,T302,A,0918A,,K,F,461,6th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0900A,1030A,WHITE,,0,,0,58 3,21-No Parking (street clean),,,,,,,,,,,
7030198293,IVW276,SC,PAS,01/16/2015,21,SUBN,FORD,T,5730,5680,5780,01/01/20150388 12:00:00 PM,0078,78,352956,T302,A,0918A,,K,F,461,6th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0900A,1030A,WHITE,,0,,0,58 3,21-No Parking (street clean),,,,,,,,,,,
8002514427,FZY5495,NY,PAS,07/16/2014,37,SUBN,KIA,T,10510,45090,13310,01/01/20140627 12:00:00 PM,0006,6,345454,T800,A2,0941P,0930P,NY,O,270,6th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0730A,1000P,BK,,2013,132-9998,0,A 77,37-Expired Muni Meter,,,,,,,,,,,
8027814777,26434MA,NY,COM,03/18/2015,14,REFG,MITSU,T,45440,28870,14410,01/01/20160930 12:00:00 PM,0001,1,361110,T101,A,0907A,,NY,O,60,William St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH/,,2010,,0,09 1,14-No Standing,,,,,,,,,,,
7078762824,GXP4091,NY,PAS,04/28/2015,38,4DSD,NISSA,T,10110,17090,17110,01/01/20170408 12:00:00 PM,0009,9,350433,T800,A2,0936P,,NY,F,88,2nd Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,1000P,BL,,2004,,0,B 77,38-Failure to Display Muni Rec,,,,,,,,,,,
7441147177,62687JM,NY,COM,07/08/2014,48,VAN,GMC,T,14510,35450,35470,01/01/88888888 12:00:00 PM,0020,20,356259,T103,S,0508P,,NY,O,241,Central Park West,,01/05/0001 12:00:00 PM,408,e9,,,,,BROWN,,1988,,0,C 77,48-Bike Lane,,,,,,,,,,,
7476396352,GMK5091,NY,PAS,09/11/2014,38,SUBN,CHRYS,T,54580,15290,15190,01/01/20160105 12:00:00 PM,107,107,356307,T402,D,0211P,,Q,F,72-44,Main St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0730A,0700P,BL,,2014,,0,06 4,38-Failure to Display Muni Rec,,,,,,,,,,,
7163134927,435156N,NY,PAS,11/25/2014,71,4DSD,AUDI,T,49950,46325,51735,01/01/88888888 12:00:00 PM,121,121,355668,T303,N,0204P,,R,O,121,Steinway Ave,,01/05/0001 12:00:00 PM,408,j6,,,,,BLACK,,0,,0,B-PM,71-Insp. Sticker Missing (NYS,,,,,,,,,,,
7421945222,DKH9389,NY,PAS,09/12/2014,49,SEDN,JEEP,T,28470,10620,15620,01/01/20140930 12:00:00 PM,0047,47,359583,T801,A,1051P,,BX,F,820,E 228th St,,01/05/0001 12:00:00 PM,408,e6,,,,,BLACK,,2008,,0,D 21,49-Excavation (obstruct traff),,,,,,,,,,,
1369258318,GSD3628,NY,OMS,08/29/2014,21,SDN,CHRYS,S,29620,47820,57320,01/01/20150930 12:00:00 PM,0045,0,583267,BX10,0000,0739A,,BX,F,2444,EAST TREMONT AVE,,01/05/0001 12:00:00 PM,408,D1,,YYYYYYB,0730A,0800A,RED,0,2014,-,0,,,,,,,,,,,,,
1369258318,GSD3628,NY,OMS,08/29/2014,21,SDN,CHRYS,S,29620,47820,57320,01/01/20150930 12:00:00 PM,0045,0,583267,BX10,0000,0739A,,BX,F,2444,EAST TREMONT AVE,,01/05/0001 12:00:00 PM,408,D1,,YYYYYYB,0730A,0800A,RED,0,2014,-,0,,,,,,,,,,,,,
7804785082,45768JX,NY,COM,02/19/2015,38,DELV,ISUZU,T,11710,35870,35890,01/01/20151130 12:00:00 PM,0020,20,361371,T103,J,1007A,,NY,F,924,Amsterdam Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,2008,,0,46 7,38-Failure to Display Muni Rec,,,,,,,,,,,
8024806472,FPF5845,NY,PAS,01/22/2015,20,SUBN,LINCO,T,23350,5340,5490,01/01/20150617 12:00:00 PM,109,109,358867,T401,N,0447P,,Q,F,7-04,151st Pl,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,DK/,,2011,,0,A 41,20A-No Parking (Non-COM),,,,,,,,,,,
7575966195,PEN01,NY,SRF,12/23/2014,31,2DSD,MINI,T,34870,10410,10510,01/01/88888888 12:00:00 PM,0018,18,357735,T503,D1,0931A,,NY,O,7,W 55th St,,01/05/0001 12:00:00 PM,408,l3,,YYYYY,0700A,0600P,GREEN,,0,,0,C 77,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,
7083851256,GDF9641,NY,PAS,03/18/2015,21,2DSD,FORD,T,38430,41930,18630,01/01/20161122 12:00:00 PM,0077,77,358167,T301,A,0940A,,K,F,379,Eastern Pky,,01/05/0001 12:00:00 PM,408,d1,,Y YY,0930A,1100A,SILVE,,2013,,0,09 3,21-No Parking (street clean),,,,,,,,,,,
7698708755,GMR1263,PA,PAS,09/29/2014,21,4DSD,HONDA,T,5930,0,0,01/01/20140888 12:00:00 PM,0078,78,347654,T302,A,1021A,,K,I,E,8th St,40ft N/of 5th Ave,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,GREY,,0,,0,58 3,21-No Parking (street clean),,,,,,,,,,,
7559911304,JHP6169,PA,PAS,01/24/2015,20,4DSD,HONDA,T,30430,31470,54025,01/01/88880088 12:00:00 PM,0075,75,346124,T301,M,0717A,,K,F,136,Crescent St,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,BLACK,,0,,0,A 31,20A-No Parking (Non-COM),,,,,,,,,,,
7559911304,JHP6169,PA,PAS,01/24/2015,20,4DSD,HONDA,T,30430,31470,54025,01/01/88880088 12:00:00 PM,0075,75,346124,T301,M,0717A,,K,F,136,Crescent St,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,BLACK,,0,,0,A 31,20A-No Parking (Non-COM),,,,,,,,,,,
7566779114,GBJ4876,NY,PAS,03/10/2015,70,SUBN,CHEVR,T,47720,18520,35820,01/01/20141104 12:00:00 PM,0043,43,351877,T202,J,0228P,,BX,O,2225,Lyon Ave,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,GR,,1997,,0,12P,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,
8021705759,FPG9404,NY,PAS,02/10/2015,21,4DSD,FORD,T,57030,34130,18630,01/01/20150920 12:00:00 PM,0094,94,355121,T301,B,1028A,,K,F,890,Lorimer St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,BL,,2003,,0,17 3,21-No Parking (street clean),,,,,,,,,,,
7004593095,933GB9,MA,PAS,08/22/2014,38,4DSD,VOLKS,T,66390,10440,10490,01/01/20150988 12:00:00 PM,108,108,356503,T401,O,0923A,,Q,F,47-12,Vernon Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GREY,,0,,0,D 41,38-Failure to Display Muni Rec,,,,,,,,,,,
1375839913,T902EK,NY,PAS,11/09/2014,50,SUBN,TOYOT,X,26490,50730,15720,01/01/20160206 12:00:00 PM,0042,42,938322,0042,0000,0920P,,BX,F,500,E 161 ST.,,01/05/0001 12:00:00 PM,408,F2,,BBBBBBB,ALL,ALL,,0,1994,-,0,,,,,,,,,,,,,
7381145625,FLD1954,NY,PAS,12/04/2014,21,SUBN,VOLVO,T,10830,5580,42630,01/01/20150427 12:00:00 PM,0068,68,357745,T302,B,1200P,,K,F,539,85th St,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,BK,,2002,,0,21 3,21-No Parking (street clean),,,,,,,,,,,
7123263595,73014JE,NY,COM,09/25/2014,38,DELV,INTER,T,55390,23380,52390,01/01/20150731 12:00:00 PM,107,107,353083,T402,L,0910A,,Q,O,152-50,Melbourne Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0900A,1000P,WH,,2004,,0,E 42,38-Failure to Display Muni Rec,,,,,,,,,,,
1362496388,FZC5557,NY,PAS,09/19/2014,67,SUBN,CHEVR,P,65173,67990,41700,01/01/20160531 12:00:00 PM,104,104,952747,0104,0000,1119A,,Q,O,66-15,TRAFFIC AVE,,01/05/0001 12:00:00 PM,408,N1,,BBBBBBB,0  :,0  :,GY,0,2012,-,0,,,,,,,,,,,,,
7867949460,GDZ9218,NY,PAS,07/17/2014,37,SUBN,BMW,T,25390,0,0,01/01/20141212 12:00:00 PM,0014,14,359324,T102,J,1151A,1056A,NY,I,W,Madison Ave,60ft N/of E 25th St,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700A,BL,,2013,144-3756,0,08 6,37-Expired Muni Meter,,,,,,,,,,,
7659381611,T324AV,NY,PAS,09/02/2014,38,SUBN,FORD,T,13610,35610,35630,01/01/20151003 12:00:00 PM,0020,20,355672,T103,Q,0802P,,NY,F,2481,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,1000P,BK,,2006,,0,C 77,38-Failure to Display Muni Rec,,,,,,,,,,,
7845984899,61610MB,NY,COM,04/09/2015,20,VAN,FORD,T,10410,17570,17590,01/01/20160131 12:00:00 PM,0014,14,355675,T102,F,0406P,0325P,NY,F,271,5th Ave,,01/01/20150409 12:00:00 PM,408,d,,YYYYY,0800A,0600P,WH,,2011,,0,99 6,20-No Parking (Com Plate),,,,,,,,,,,
7245915453,89988JV,NY,COM,02/03/2015,14,VAN,DODGE,T,44890,0,0,01/01/88888888 12:00:00 PM,0001,1,358893,T105,H,1011A,,NY,I,E,W Broadway,15ft S/of Park Pl,01/05/0001 12:00:00 PM,408,c,,Y YY,0700A,0700P,WHITE,,2006,,0,015,14-No Standing,,,,,,,,,,,
7683583534,46ZD46,MA,PAS,04/11/2015,38,SUBN,TOYOT,T,61830,49630,48830,01/01/20150088 12:00:00 PM,0084,84,357357,T301,O,0957A,,K,F,122,Montague St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,SILVE,,0,,0,03 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7434784659,GCG1416,NY,PAS,10/24/2014,70,4DSD,BMW,T,22340,15040,15140,01/01/88888888 12:00:00 PM,107,107,356248,T402,L,0649A,,Q,O,71-14,136th St,,01/05/0001 12:00:00 PM,408,j3,,,,,BLACK,,0,,0,E 42,70-Reg. Sticker Missing (NYS),,,,,,,,,,,
7962242620,48432MC,NY,COM,11/25/2014,69,VAN,FRUEH,T,34350,10610,10810,01/01/20150731 12:00:00 PM,0010,10,361380,T102,L,0120P,,NY,O,245,W 29th St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0600P,WH,,2013,,0,03 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7099284990,GJC7929,NY,PAS,02/07/2015,46,4DSD,BMW,T,35690,9140,9340,01/01/20150705 12:00:00 PM,111,111,361061,T401,J,0137P,,Q,F,39-34,Bell Blvd,,01/05/0001 12:00:00 PM,408,f1,,,,,BK,,2002,,0,43 4,46A-Double Parking (Non-COM),,,,,,,,,,,
7056186531,88074ME,NY,COM,03/17/2015,38,VAN,FORD,T,17310,32632,23390,01/01/20161130 12:00:00 PM,0013,13,357751,T102,I,0132P,,NY,F,116,E 16th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WH,,2015,,0,99 6,38-Failure to Display Muni Rec,,,,,,,,,,,
7566352313,GHP2967,NY,PAS,12/17/2014,38,4DSD,CHEVR,T,8320,55520,77150,01/01/20151006 12:00:00 PM,0049,49,361106,T202,E,1134A,,BX,F,696,Allerton Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GY,,2008,,0,11A,38-Failure to Display Muni Rec,,,,,,,,,,,
7696362379,846GPJ,OR,PAS,05/07/2015,21,CONV,AUDI,T,0,0,0,01/01/20160488 12:00:00 PM,0072,72,332960,T302,M,1027A,,K,I,N,20th St,200ft E/of 8th Ave,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,GREY,,0,,0,J 32,21-No Parking (street clean),,,,,,,,,,,
8020485510,GRZ9438,NY,PAS,06/20/2015,37,SUBN,DODGE,T,76950,40020,40020,01/01/20160908 12:00:00 PM,0045,45,361321,T202,P,0502P,0456P,BX,F,3044,Westchester Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2003,231-3046,0,06P,37-Expired Muni Meter,,,,,,,,,,,
7736786010,2298546,IN,PAS,01/30/2015,84,DELV,INTER,T,73220,27530,29830,01/01/88880088 12:00:00 PM,0084,84,355074,T301,A,0821A,,K,O,175,Remsen St,,01/05/0001 12:00:00 PM,408,k7,,,,,WHITE,,0,,0,05 3,84-Platform lifts in low posit,,,,,,,,,,,
7763759770,FWD8729,NY,PAS,03/06/2015,74,2DSD,BMW,T,23140,18040,18140,01/01/20160207 12:00:00 PM,103,103,356326,T402,X,0936A,,Q,F,89-09,148th St,,01/05/0001 12:00:00 PM,408,j2,,,,,BK,,2009,,0,10 4,74-Missing Display Plate,,,,,,,,,,,
7785926591,846DDB,NY,SPO,07/21/2014,37,4DSD,NISSA,T,42490,8940,9090,01/01/20160324 12:00:00 PM,114,114,357727,T401,B,1237P,1214P,Q,F,37-24,Ditmars Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GR,,2001,418-1689,0,35 4,37-Expired Muni Meter,,,,,,,,,,,
7848397580,64136JX,NY,COM,02/04/2015,14,UTIL,WO/H,T,49690,24840,24970,01/01/20160131 12:00:00 PM,107,107,361873,T402,J,0812A,,Q,F,175-35,Hillside Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0900A,WH,,2007,,0,05 4,14-No Standing,,,,,,,,,,,
7933597506,49761JG,NY,COM,11/10/2014,37,DELV,GMC,T,10010,17110,17130,01/01/88888888 12:00:00 PM,0009,9,361341,T101,D,0521P,0504P,NY,F,110,1st Ave,,01/01/20141110 12:00:00 PM,408,h1,,Y,0900A,0700P,BROWN,,1989,113-3030,0,70 1,37-Expired Muni Meter,,,,,,,,,,,
7756205959,EEF9852,NY,PAS,03/28/2015,21,SUBN,FORD,T,51090,20340,20390,01/01/20160131 12:00:00 PM,102,102,354165,T402,X,0743A,,Q,F,10915,Jamaica Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,WH,,2006,,0,G 42,21-No Parking (street clean),,,,,,,,,,,
7243999487,515CLU,NJ,PAS,08/26/2014,19,VAN,CHRYS,T,11710,36970,36990,01/01/88888888 12:00:00 PM,0033,33,358905,T103,J,1022A,,NY,F,2027,Amsterdam Ave,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,WHITE,,0,,0,25 7,19-No Stand (bus stop),,,,,,,,,,,
7278286153,ESK4592,NY,PAS,04/27/2015,21,SUBN,TOYOT,T,25890,0,0,01/01/20150625 12:00:00 PM,0005,5,346330,T105,M,1125A,,NY,I,S,Market Slip,15ft E/of Market St,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,MR,,2013,,0,M 99,21-No Parking (street clean),,,,,,,,,,,
